source_taxon_name,interaction_type,target_taxon_name,study_citation,study_url,study_source_archive_uri
Psychodidae,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Pentatomidae,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Blattodea,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Hebrus ruficeps,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Edaphus,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Rugilus rufipes,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Carpelimus manchuricus,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Propylaea quatuordecimpunctata,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Anotylus,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Bembidion assimile,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Acupalpus flavicollis,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Stenus,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Staphylinidae,preysOn,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Hebrus pusillus,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Hercostomus assimilis,preysOn,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Paederus riparius,preysOn,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Anacaena limbata,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip
Pelochares versicolor,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip
Fulgoroidea,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip
Brachygluta,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip
Tetartopeus terminatus,preysOn,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip
Heteroptera,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip
Carpelimus corticinus,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip
Aphidoidea,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip
Cicadoidea,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip
Aleocharinae,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip
Chaetarthria seminulum,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip
Typhlocybini,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip
Euconnus hirticollis,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip
Strongylognathus testaceus,parasiteOf,Tetramorium,https://www.inaturalist.org/observations/234894635,https://www.inaturalist.org/observations/234894635,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip
Orasema polymyrmex,hasParasitoid,Tetramorium,"@misc{ChecklistBankDataset124661, version = {Apr 2025}, url = {https://ucd.chalcid.org}, title = {Universal Chalcidoidea Database curated in TaxonWorks}, year = 2025, month = 4}. Accessed at <https://api.checklistbank.org/dataset/124661/archive.zip> on 10 Apr 2026.",,https://api.checklistbank.org/dataset/124661/archive.zip
Trichobius,preyedUponBy,Tetramorium,https://pmc.ncbi.nlm.nih.gov/articles/PMC3091855,https://pmc.ncbi.nlm.nih.gov/articles/PMC3091855,https://github.com/fkeck/gpt_interactions/archive/8eb44867f49875c46ceaebc3a6cd8dfb8bf68ef6.zip
Diptera,preyedUponBy,Tetramorium,https://pmc.ncbi.nlm.nih.gov/articles/PMC3091855,https://pmc.ncbi.nlm.nih.gov/articles/PMC3091855,https://github.com/fkeck/gpt_interactions/archive/8eb44867f49875c46ceaebc3a6cd8dfb8bf68ef6.zip
Musca domestica,preyedUponBy,Pheidole,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Diptera,preyedUponBy,Pheidole,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Periplaneta americana,preyedUponBy,Pheidole,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Pheidoliphila minuta,interactsWith,Pheidole,"ABRS 2009. Australian Faunal Directory. Pheidoliphila minuta. Australian Biological Resources StudyNode, Canberra. Accessed at <http://biodiversity.org.au/afd/taxa/9c5af260-6c28-4f8a-8694-985ce206f29d> on 11 Apr 2026.",http://biodiversity.org.au/afd/taxa/9c5af260-6c28-4f8a-8694-985ce206f29d,https://github.com/globalbioticinteractions/siad/archive/e0f252a567f5610e978f85981cb3a2e76f09b20c.zip
Pheidoliphila granulata,interactsWith,Pheidole,"ABRS 2009. Australian Faunal Directory. Pheidoliphila granulata. Australian Biological Resources StudyNode, Canberra. Accessed at <http://biodiversity.org.au/afd/taxa/1a1eaf93-e514-4119-aefb-85e1d1c6a2b2> on 11 Apr 2026.",http://biodiversity.org.au/afd/taxa/1a1eaf93-e514-4119-aefb-85e1d1c6a2b2,https://github.com/globalbioticinteractions/siad/archive/e0f252a567f5610e978f85981cb3a2e76f09b20c.zip
Pheidoliphila carbo,interactsWith,Pheidole,"ABRS 2009. Australian Faunal Directory. Pheidoliphila carbo. Australian Biological Resources StudyNode, Canberra. Accessed at <http://biodiversity.org.au/afd/taxa/ba892848-eb21-451e-89b3-fc8f8791bdd9> on 11 Apr 2026.",http://biodiversity.org.au/afd/taxa/ba892848-eb21-451e-89b3-fc8f8791bdd9,https://github.com/globalbioticinteractions/siad/archive/e0f252a567f5610e978f85981cb3a2e76f09b20c.zip
Orasema valgius,parasiteOf,Pheidole,Heraty994 via Universal Chalcidoidea Database,,https://github.com/globalbioticinteractions/natural-history-museum-london-interactions-bank/archive/0385e7b8c3f9681042f3edda7bd1d2c3766feb29.zip
Orasema,parasiteOf,Pheidole,Heraty2000 via Universal Chalcidoidea Database,,https://github.com/globalbioticinteractions/natural-history-museum-london-interactions-bank/archive/0385e7b8c3f9681042f3edda7bd1d2c3766feb29.zip
Orasema susanae,parasiteOf,Pheidole,Torren2013 via Universal Chalcidoidea Database,,https://github.com/globalbioticinteractions/natural-history-museum-london-interactions-bank/archive/0385e7b8c3f9681042f3edda7bd1d2c3766feb29.zip
Orasema minuta,parasiteOf,Pheidole,Heraty2002 via Universal Chalcidoidea Database,,https://github.com/globalbioticinteractions/natural-history-museum-london-interactions-bank/archive/0385e7b8c3f9681042f3edda7bd1d2c3766feb29.zip
Orasemorpha eribotes,parasiteOf,Pheidole,Boucek988c via Universal Chalcidoidea Database,,https://github.com/globalbioticinteractions/natural-history-museum-london-interactions-bank/archive/0385e7b8c3f9681042f3edda7bd1d2c3766feb29.zip
Orasema tolteca,parasiteOf,Pheidole,Burks979 via Universal Chalcidoidea Database,,https://github.com/globalbioticinteractions/natural-history-museum-london-interactions-bank/archive/0385e7b8c3f9681042f3edda7bd1d2c3766feb29.zip
Holcencyrtus wheeleri,parasiteOf,Pheidole,Peck963 via Universal Chalcidoidea Database,,https://github.com/globalbioticinteractions/natural-history-museum-london-interactions-bank/archive/0385e7b8c3f9681042f3edda7bd1d2c3766feb29.zip
Pheidole dentata,interactsWith,Pheidole,https://arctos.database.museum/guid/UTEP:Ento:2738,https://arctos.database.museum/guid/UTEP:Ento:2738,https://github.com/globalbioticinteractions/vertnet/archive/a2fbb10c1497ce4a2726e9cd238530c531abe82c.zip
Pogonomyrmex rugosus,interactsWith,Pheidole,https://arctos.database.museum/guid/UTEP:Ento:9551,https://arctos.database.museum/guid/UTEP:Ento:9551,https://github.com/globalbioticinteractions/vertnet/archive/a2fbb10c1497ce4a2726e9cd238530c531abe82c.zip
Monomorium,interactsWith,Pheidole,https://arctos.database.museum/guid/UTEP:Ento:22667,https://arctos.database.museum/guid/UTEP:Ento:22667,https://github.com/globalbioticinteractions/vertnet/archive/a2fbb10c1497ce4a2726e9cd238530c531abe82c.zip
Odontomachus bauri,interactsWith,Pheidole,https://arctos.database.museum/guid/UTEP:Ento:3220,https://arctos.database.museum/guid/UTEP:Ento:3220,https://github.com/globalbioticinteractions/vertnet/archive/a2fbb10c1497ce4a2726e9cd238530c531abe82c.zip
Pheidole bicarinata,interactsWith,Pheidole,https://arctos.database.museum/guid/UTEP:Ento:2966,https://arctos.database.museum/guid/UTEP:Ento:2966,https://github.com/globalbioticinteractions/vertnet/archive/a2fbb10c1497ce4a2726e9cd238530c531abe82c.zip
Dorymyrmex smithi,interactsWith,Pheidole,https://arctos.database.museum/guid/UTEP:Ento:3588,https://arctos.database.museum/guid/UTEP:Ento:3588,https://github.com/globalbioticinteractions/vertnet/archive/a2fbb10c1497ce4a2726e9cd238530c531abe82c.zip
Probolomyrmex brujitae,interactsWith,Pheidole,https://arctos.database.museum/guid/UTEP:Ento:3266,https://arctos.database.museum/guid/UTEP:Ento:3266,https://github.com/globalbioticinteractions/vertnet/archive/a2fbb10c1497ce4a2726e9cd238530c531abe82c.zip
Pinaxister decipiens,parasiteOf,Pheidole,"Field Museum of Natural History (Zoology) Insect, Arachnid and Myriapod Collection - Version 12.64. Accessed at <https://fmipt.fieldmuseum.org/ipt/archive.do?r=fmnh_insects> on 11 Apr 2026.",https://db.fieldmuseum.org/66b7c36a-c8f6-463f-968b-6a3a959cb14e,https://github.com/globalbioticinteractions/fmnh/archive/24a410d7cfa90c1e38899f7a4c3a5b7544d93937.zip
Wiedemannia (Wiedemannia),eatenBy,Pheidole,"Schoenly, K. and Reid, W. (1983). Community structure of carrion arthropods in the Chihuahuan Desert.  J. Arid Environ. 6:253-263. ",,https://github.com/globalbioticinteractions/globalwebdb/archive/12f2c1ad026e634aea47dc40c0a5e9d463165058.zip
Myrsidea birmensis,eatenBy,Pheidole,"M. McKinnerney. (1978). Carrion Communities in the Northern Chihuahuan Desert. The Southwestern Naturalist. 23(4), pp. 563-576; see also McKinnerney, M. (1977). Carrion communities in the northern Chihuahuan Desert. M.S. thesis. University of Texas-El Paso, Texas. ",,https://github.com/globalbioticinteractions/globalwebdb/archive/12f2c1ad026e634aea47dc40c0a5e9d463165058.zip
Wiedemannia (Wiedemannia),preyedUponBy,Pheidole,"@article{Schoenly_1983, doi = {10.1016/s0140-1963(18)31510-6}, url = {https://doi.org/10.1016%2Fs0140-1963%2818%2931510-6}, year = 1983, month = {sep}, publisher = {Elsevier {BV}}, volume = {6}, number = {3}, pages = {253--263}, author = {Kenneth Schoenly and William Reid}, title = {Community structure of carrion arthropods in the Chihuahuan Desert}, journal = {Journal of Arid Environments}}",https://www.sciencedirect.com/science/article/abs/pii/S0140196318315106,https://github.com/globalbioticinteractions/mangal/archive/496346227463f7003c1e4e6620693325b4cb294d.zip
Orasema polymyrmex,hasParasitoid,Pheidole,"@article{113728,
  author = {Heraty, John M. and Baker, Austin J.},
  journal = {Journal of Natural History},
  month = {sep},
  day = {23},
  number = {9-12},
  pages = {735–754},
  publisher = {Informa UK Limited},
  title = {New species of <i>Orasema</i> (Hymenoptera: Eucharitidae) from Central and South America},
  volume = {54},
  year = {2020},
  url = {https://doi.org/10.1080%2F00222933.2020.1747651},
  note = {2022-09-15 00:34:03 UTC: John Heraty: Key to species of the lasallei group},
  issn = {0022-2933},
  doi = {10.1080/00222933.2020.1747651}
}
",,https://github.com/globalbioticinteractions/taxonworks/archive/be31110eb0240105ac57901aff7b24850fe7069f.zip
Orasema susanae,hasHost,Pheidole,"@article{98372,
  author = {Torréns, J.},
  journal = {Psyche, a Journal of Entomology (Cambridge, Massachusetts)},
  pages = {1–14},
  title = {A review of the biology of Eucharitidae (Hymenoptera: Chalcidoidea) from Argentina.},
  volume = {926572},
  year = {2013},
  issn = {0033-2615},
  doi = {10.1155/2013/926572}
}
",,https://github.com/globalbioticinteractions/taxonworks/archive/be31110eb0240105ac57901aff7b24850fe7069f.zip
Hayatosema assectator,hasHost,Pheidole,"@article{70198,
  address = {Gainesville, Florida},
  author = {Heraty, John M.},
  journal = {Memoirs of the American Entomological Institute},
  pages = {1–367},
  publisher = {The American Entomological Institute},
  title = {A revision of the genera of Eucharitidae (Hymenoptera: Chalcidoidea) of the world.},
  volume = {68},
  year = {2002},
  isbn = {9781887988124},
  issn = {0065-8162}
}
",,https://github.com/globalbioticinteractions/taxonworks/archive/be31110eb0240105ac57901aff7b24850fe7069f.zip
Orasema,hasHost,Pheidole,"@article{70197,
  author = {Heraty, J.M.},
  journal = {Annals of the Entomological Society of America},
  number = {3},
  pages = {374–390},
  title = {Phylogenetic relationships of Oraseminae (Hymenoptera: Eucharitidae).},
  volume = {93},
  year = {2000},
  issn = {0013-8746},
  doi = {10.1603/0013-8746(2000)093[0374:PROOHE]2.0.CO;2}
}
",,https://github.com/globalbioticinteractions/taxonworks/archive/be31110eb0240105ac57901aff7b24850fe7069f.zip
Orasema valgius,hasHost,Pheidole,"@article{70197,
  author = {Heraty, J.M.},
  journal = {Annals of the Entomological Society of America},
  number = {3},
  pages = {374–390},
  title = {Phylogenetic relationships of Oraseminae (Hymenoptera: Eucharitidae).},
  volume = {93},
  year = {2000},
  issn = {0013-8746},
  doi = {10.1603/0013-8746(2000)093[0374:PROOHE]2.0.CO;2}
}
",,https://github.com/globalbioticinteractions/taxonworks/archive/be31110eb0240105ac57901aff7b24850fe7069f.zip
Australosema pheidolophaga,hasHost,Pheidole,"@article{70217,
  address = {Toronto, Canada},
  author = {Heraty, John M.},
  journal = {Life Sciences Contributions, Royal Ontario Museum},
  month = {nov},
  day = {1},
  pages = {1–174},
  publisher = {Royal Ontario Museum},
  series = {Life Sciences Contributions, No. 157},
  title = {Classification and evolution of the Oraseminae in the Old World, including revision of two closely related genera of Eucharitinae (Hymenoptera: Eucharitidae)},
  volume = {157},
  year = {1994},
  isbn = {088854412X},
  stated_year = {1994},
  year_suffix = {a},
  doi = {10.5962/bhl.title.53489}
}
",,https://github.com/globalbioticinteractions/taxonworks/archive/be31110eb0240105ac57901aff7b24850fe7069f.zip
Orasemorpha eribotes,hasHost,Pheidole,"@book{55213,
  address = {Wallingford, United Kingdom},
  author = {Bouček, Zdeněk},
  month = {jun},
  day = {7},
  pages = {832},
  publisher = {CAB International},
  title = {Australasian Chalcidoidea (Hymenoptera). A Biosystematic Revision of Genera of Fourteen Families, with a Reclassification of Species},
  year = {1988},
  isbn = {0851986072},
  year_suffix = {c}
}
",,https://github.com/globalbioticinteractions/taxonworks/archive/be31110eb0240105ac57901aff7b24850fe7069f.zip
Holcencyrtus wheeleri,interactsWith,Pheidole,"@article{86691,
  author = {Peck, O.},
  journal = {The Canadian Entomologist (Supplement)},
  month = {jun},
  day = {3},
  pages = {1–1092},
  title = {A catalogue of the Nearctic Chalcidoidea (Insecta: Hymenoptera)},
  volume = {30},
  year = {1963},
  stated_year = {1963}
}
",,https://github.com/globalbioticinteractions/taxonworks/archive/be31110eb0240105ac57901aff7b24850fe7069f.zip
Neivamyrmex nigrescens,eats,Pheidole,https://www.inaturalist.org/observations/85645996,https://www.inaturalist.org/observations/85645996,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip
Eucalymnatus tessellatus,interactsWith,Pheidole,https://www.inaturalist.org/observations/254249224,https://www.inaturalist.org/observations/254249224,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip
Euborellia annulipes,eatenBy,Pheidole,https://www.inaturalist.org/observations/151413089,https://www.inaturalist.org/observations/151413089,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip
Periplaneta americana,eatenBy,Pheidole,https://www.inaturalist.org/observations/147038486,https://www.inaturalist.org/observations/147038486,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip
Pheidole,interactsWith,Pheidole,https://www.inaturalist.org/observations/46471266,https://www.inaturalist.org/observations/46471266,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip
Neotynelia pubescens,interactsWith,Pheidole,https://www.inaturalist.org/observations/208551625,https://www.inaturalist.org/observations/208551625,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip
Camponotus pressipes,interactsWith,Pheidole,https://www.inaturalist.org/observations/291818443,https://www.inaturalist.org/observations/291818443,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip
Pactolinus major,preyedUponBy,Pheidole,https://www.inaturalist.org/observations/92791140,https://www.inaturalist.org/observations/92791140,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip
Neivamyrmex gibbatus,preysOn,Pheidole,"Hoenle, P.O. et al., 2019. Species‐level predation network uncovers high prey specificity in a Neotropical army ant community. Molecular Ecology, 28(9), pp.2423–2440. Available at: http://dx.doi.org/10.1111/mec.15078. Accessed at <https://github.com/globalbioticinteractions/hoenle2019/archive/74cc15a3473e1354fc6cf424688221b1de777afc.zip> on 11 Apr 2026.",,https://github.com/globalbioticinteractions/hoenle2019/archive/74cc15a3473e1354fc6cf424688221b1de777afc.zip
Orasema minuta,hasHost,Pheidole,"Heraty, J.M. (2002) A revision of the genera of Eucharitidae (Hymenoptera: Chalcidoidea) of the world. <i>Memoirs of the American Entomological Institute</i> 68, 1–367.",,https://api.checklistbank.org/dataset/124661/archive.zip
Orasema tolteca,hasHost,Pheidole,"Burks, B.D. (1979) Torymidae (Agaoninae) and all other families of Chalcidoidea (excluding Encyrtidae). In K.V. Krombein, P.D.jr. Hurd, D.R. Smith, &amp; B.D. Burks (Eds.). <i>Catalog of Hymenoptera in America North of Mexico</i>. Smithsonian Institute Press, Washington, D.C. Vol. 1, 748–749, 768–889, 967–1043 pp.",,https://api.checklistbank.org/dataset/124661/archive.zip
Platymeris,preyedUponBy,Pheidole,https://pmc.ncbi.nlm.nih.gov/articles/PMC7953223,https://pmc.ncbi.nlm.nih.gov/articles/PMC7953223,https://github.com/fkeck/gpt_interactions/archive/8eb44867f49875c46ceaebc3a6cd8dfb8bf68ef6.zip
Danaus plexippus,eatenBy,Solenopsis invicta,https://www.inaturalist.org/observations/37474789,https://www.inaturalist.org/observations/37474789,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip
Scarabaeidae,preyedUponBy,Solenopsis invicta,https://www.inaturalist.org/observations/131595000,https://www.inaturalist.org/observations/131595000,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip
Aphididae,interactsWith,Solenopsis invicta,https://www.inaturalist.org/observations/125071088,https://www.inaturalist.org/observations/125071088,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip
Solenopsis invicta,interactsWith,Solenopsis invicta,A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining. Accessed at <https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip> on 10 Apr 2026.,,https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip
Nezara,eatenBy,Solenopsis invicta,"Jouvenaz, D.P., and Lofgren, C.S., 1984. Host specificity of Burenella dimorpha (Microspora: Microsporida). J. Invertebr. Pathol. 43: 441-442.",,https://zenodo.org/records/258220/files/millerse/Ecological-Database-of-the-World-s-Insect-Pathogens-v1.0.zip
Meloidae,interactsWith,Solenopsis invicta,Archbold Biological Station Arthropod Collection. http://symbiota4.acis.ufl.edu/scan/portal/content/dwca/ABS-ARTHARCH_DwC-A.zip,,https://github.com/millerse/Biological-Station-Arthropod-Collection/archive/bb37104860ca553e97430ac3b6f5fce0a7578663.zip
Melittobia chalybii,parasitoidOf,Hypoponera opacior,"Piechnik et al. (2008), Simberloff and Wilson (1969)",,https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip
Calliephialtes ferrugineus,parasitoidOf,Hypoponera opacior,"Piechnik et al. (2008), Simberloff and Wilson (1969)",,https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip
Casinaria grandis,parasitoidOf,Hypoponera opacior,"Piechnik et al. (2008), Simberloff and Wilson (1969)",,https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip
Alachua floridensis,interactsWith,Camponotus floridanus,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=39200248,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=39200248,https://github.com/globalbioticinteractions/scan/archive/9df0ef7510806b23a78af6300eb201ad82bbe185.zip
Myrmecophilus pergandei,interactsWith,Camponotus floridanus,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=37942820,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=37942820,https://github.com/globalbioticinteractions/scan/archive/9df0ef7510806b23a78af6300eb201ad82bbe185.zip
Calliephialtes ferrugineus,parasitoidOf,Camponotus floridanus,"Piechnik et al. (2008), Simberloff and Wilson (1969)",,https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip
Casinaria grandis,parasitoidOf,Camponotus floridanus,"Piechnik et al. (2008), Simberloff and Wilson (1969)",,https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip
